action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,B,B,_v,pd,,She chose the option that pays herself more and Robert nothing,"Not sure, since he chose the option that still payed them both.",Definitely<br />Friends,3.0,TRIAL,84,45,,,,257261.0,32,
,A,A,_h,pd,,He chose the optionthat would benefit them both the most.,THey both benefited the highest possible amount.,Definitely<br />Friends,0.0,TRIAL,4,0,,,,324941.0,32,
,A,A,_v,coordination,,The options are equally likely to benefit them or not.,They both benefited.,Definitely<br />Friends,0.0,TRIAL,17,15,,,,383773.0,32,
,B,A,_v,coordination,,THey can both benefit if Emily chooses correctly.,"Emily doesn't like Daniel, she chose no money for either of them!",Definitely<br />Friends,1.0,TRIAL,19,100,,,,430989.0,32,
,B,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,454605.0,32,
,A,A,_v,singleControl,,She chose the option to make them both benefit.,They both benefited from the choice.,Definitely<br />Friends,0.0,TRIAL,1,1,,,,498302.0,32,
,B,A,_v,singleControl,,Rebecca can't benefit from Jacob's choice.,"If I was Rebecca I would be really mad at Jacob,He made her lose out on money.  ",Definitely<br />Friends,1.0,TRIAL,93,100,,,,566021.0,32,
,A,B,_h,threat,,He picked the better option for them both to benefit.,Sydney chose the option that benefited her the most but Gerald still made some money.,Definitely<br />Friends,1.0,TRIAL,3,21,,,,640501.0,32,
,A,A,_h,threat,,Matt chose an option that would benefit them both.,Frank even gave Matt the bigger payout.,Definitely<br />Friends,0.0,TRIAL,20,0,,,,688357.0,32,
,B,B,_v,threat,,He chose the option that would best benefit him but also could benefit Jack.,This is tough.  Jack picked a choice that didnt' even pay him any money.  I think this is a tense relationship.,Definitely<br />Friends,3.0,TRIAL,43,57,,,,792453.0,32,
,,,,,,,,,,END,,,begin,,,,32,
,,,,,,,,,,END,,,submit,,,,32,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,33,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,33,86526.0
,B,B,_v,pd,,Logan had chosen noting for Maria. So it is apparent that Maria is not his friend,It is clear from both choices that they are not friends.,Definitely<br />Enemies,3.0,TRIAL,39,27,,,,59079.0,33,
,A,A,_h,pd,,"Since he chose equally, it is likely that he and Gerald are friends.","Both have chosen to share equally, so I am almost convinced that they are friends.",Definitely<br />Enemies,0.0,TRIAL,73,94,,,,129012.0,33,
,A,A,_h,singleControl,,"Since the share is equal, they might be friends.","Since both have taken the same option of sharing equally, I am convinced that they are friends.",Definitely<br />Enemies,0.0,TRIAL,70,87,,,,182494.0,33,
,B,A,_v,singleControl,,"Since Frank left nothing for Richmond, I think they are not friends.","Since Richmond decided to share equally but Frank kept all to himself, it is all likelihood that they are neither friends nor enemies. Richmond has a big heart.",Definitely<br />Enemies,1.0,TRIAL,29,50,,,,306621.0,33,
,A,A,_v,coordination,,"Since Gavin shared equally, they are probably friends.","Since both decided to share, I am convinced that they are friends.",Definitely<br />Enemies,0.0,TRIAL,66,96,,,,354901.0,33,
,B,A,_v,coordination,,I am not able to judge in this situation. Probably David is crazy.,"I think Luke and David might be friends, since both were not greedy. and did justice to their choice.",Definitely<br />Enemies,1.0,TRIAL,50,56,,,,437865.0,33,
,B,A,_v,threat,,"Not sure if  they are friends or not, maybe Kate is mean.","I think Megan and Kate are not friends.They might not know each other and may not be enemies, but plain strangers who are greedy.",Definitely<br />Enemies,1.0,TRIAL,38,35,,,,575412.0,33,
,B,B,_v,threat,,They might or might not be enemies. This decision alone does not give a conclusive evidence.,"I think Zoe is friend to Austin, because he is so generous",Definitely<br />Enemies,3.0,TRIAL,46,64,,,,689604.0,33,
,A,A,_v,threat,,I thnk Matt is a good friend of William,"Matt accepted Williams choice, so they might be friends only.",Definitely<br />Enemies,0.0,TRIAL,87,58,,,,752414.0,33,
,A,A,_v,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,768401.0,33,
,B,B,_v,disjunctive,,"Since Ryan had the same kind of options, I cannot make a judgement based on his choice alone.","Jacob might be crazy, but at the same time he might have enmity towards Ryan, choosing so that Ryan gets nothing even though he also ends up with nothing.",Definitely<br />Enemies,3.0,TRIAL,49,17,,,,899342.0,33,
,A,A,_h,disjunctive,,I think Kaylee and Geoff are friends.,"I am convinced that both Kaylee and Geoff are friends, since both decided on the benefits for each other.",Definitely<br />Enemies,0.0,TRIAL,88,100,,,,961360.0,33,
,,,,,,,,,,END,,,begin,,,,33,
,,,,,,,,,,END,,,submit,,,,33,
,,,,,,,,,,END,,,submit,,,,33,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,34,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,34,112659.0
,A,A,_v,coordination,,It's not really clear from this decision whether they are friends or enemies.,It seems they chose to benefit each other.,Definitely<br />Enemies,0.0,TRIAL,57,85,,,,130308.0,34,
,A,B,_h,coordination,,It's not really clear from this decision whether they are friends or enemies.,It seems they chose to spite each other.,Definitely<br />Enemies,1.0,TRIAL,56,37,,,,185507.0,34,
,A,B,_h,singleControl,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,1.0,TRIAL,53,54,,,,204475.0,34,
,A,A,_v,singleControl,,It's not really clear from this decision whether they are friends or enemies.,It seems they chose to benefit each other.,Definitely<br />Enemies,0.0,TRIAL,55,61,,,,226347.0,34,
,B,B,_v,threat,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,3.0,TRIAL,53,57,,,,249132.0,34,
,A,A,_v,threat,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,0.0,TRIAL,55,53,,,,264972.0,34,
,A,B,_h,threat,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,1.0,TRIAL,58,54,,,,281404.0,34,
,A,A,_v,disjunctive,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,0.0,TRIAL,54,56,,,,290626.0,34,
,B,B,_v,disjunctive,,It's not really clear from this decision whether they are friends or enemies.,It looks like they chose to spite each other.,Definitely<br />Enemies,3.0,TRIAL,56,36,,,,316019.0,34,
,B,B,_v,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,325802.0,34,
,A,A,_h,pd,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,0.0,TRIAL,55,72,,,,345019.0,34,
,B,B,_h,pd,,It's not really clear from this decision whether they are friends or enemies.,It's not really clear from this decision whether they are friends or enemies.,Definitely<br />Enemies,3.0,TRIAL,59,55,,,,353092.0,34,
,,,,,,,,,,END,,,begin,,,,34,
,,,,,,,,,,END,,,submit,,,,34,
,,,,,,,,,,END,,,submit,,,,34,
,,,,,,,,,,END,,,submit,,,,34,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,35,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,35,76457.0
,A,A,_v,singleControl,,Ryan chooses to make the payouts fair.,Both people chose to keep the payouts fair.,Definitely<br />Enemies,0.0,TRIAL,72,100,,,,76002.0,35,
,A,B,_h,singleControl,,Matthew wants both players to receive a payout.,"If they were friends, Jacob would have chosen to give Matthew at least some money.",Definitely<br />Enemies,1.0,TRIAL,80,32,,,,445641.0,35,
,B,A,_v,coordination,,I am not sure about this one.,"I think Gerald chose to receive $0 as well, because they are friends.",Definitely<br />Enemies,1.0,TRIAL,50,76,,,,596574.0,35,
,A,A,_h,coordination,,Maria is choosing to make sure they both receive a payout.,Both participants choose to make sure the other gets a payout.,Definitely<br />Enemies,0.0,TRIAL,79,100,,,,738454.0,35,
,B,B,_v,disjunctive,,Luke wants Jack to receive some money.,Jack chose this option to be spiteful and make sure that Luke doesn't get anything.,Definitely<br />Enemies,3.0,TRIAL,68,4,,,,794555.0,35,
,A,A,_h,disjunctive,,David wants them both to receive some money,Both players wanted each other to get some money because they are friends.,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,849607.0,35,
,B,B,_h,threat,,Gavin wants to get the money and for Sally to get nothing.,Sally wants to get the money and for Gavin to get nothing.,Definitely<br />Enemies,3.0,TRIAL,0,0,,,,900882.0,35,
,A,A,_h,threat,,Zoe wants to receive more money than Kate.,Kate chose to let Zoe receive double the payout.,Definitely<br />Enemies,0.0,TRIAL,24,57,,,,967517.0,35,
,A,B,_h,threat,,Robert wants to get more of a payout than Matt.,Matt chose the option that gave him more money than Robert.,Definitely<br />Enemies,1.0,TRIAL,46,32,,,,1085009.0,35,
,A,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,1115944.0,35,
,B,B,_v,pd,,Rebecca wants to receive a payout and wants Hannah to get nothing.,"Hannah wants the payouts to remain fair, even if Rebecca does not.",Definitely<br />Enemies,3.0,TRIAL,40,47,,,,1211835.0,35,
,A,A,_h,pd,,Olivia wants the payouts to be equal.,Logan also wants to make sure his friend gets an equal payout.,Definitely<br />Enemies,0.0,TRIAL,75,99,,,,1277772.0,35,
,,,,,,,,,,END,,,begin,,,,35,
,,,,,,,,,,END,,,submit,,,,35,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,36,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,36,26729.0
,A,B,_h,coordination,,I can't tell since he can lose or win the same amount.,niether one got any money,Definitely<br />Enemies,1.0,TRIAL,51,2,,,,65892.0,36,
,A,A,_h,coordination,,i cant tell since he can win or lose the same amount of money.,they both got paid.,Definitely<br />Enemies,0.0,TRIAL,51,93,,,,109665.0,36,
,B,B,_v,disjunctive,,i cant tell since he can win or lose the same amount of money.,neither one got paid. ,Definitely<br />Enemies,3.0,TRIAL,51,9,,,,148986.0,36,
,A,A,_h,disjunctive,,i cant tell since he can win or lose the same amount of money.,they both got paid the money. ,Definitely<br />Enemies,0.0,TRIAL,52,93,,,,169686.0,36,
,A,A,_h,singleControl,,i cant tell since he can win or lose the same amount of money.,they both recieved money.,Definitely<br />Enemies,0.0,TRIAL,53,91,,,,214544.0,36,
,B,A,_v,singleControl,,looks like only jack will get paid in this equation.,jack didnt want the other guy to get paid ,Definitely<br />Enemies,1.0,TRIAL,13,9,,,,278250.0,36,
,A,A,_v,threat,,he is ensuring lauren gets paid,they both got paid,Definitely<br />Enemies,0.0,TRIAL,94,94,,,,337811.0,36,
,A,B,_h,threat,,cant tell yet.,they both ensured the both got paid,Definitely<br />Enemies,1.0,TRIAL,56,90,,,,385255.0,36,
,B,B,_v,threat,,cant tell. could go either way.,only katie got paid.,Definitely<br />Enemies,3.0,TRIAL,55,5,,,,436284.0,36,
,B,B,_v,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,456019.0,36,
,A,A,_h,pd,,cant tell just yet,they both got paid. ,Definitely<br />Enemies,0.0,TRIAL,54,93,,,,506127.0,36,
,B,B,_h,pd,,cant really tell just yet. ,they both equally got paid. ,Definitely<br />Enemies,3.0,TRIAL,56,93,,,,534895.0,36,
,,,,,,,,,,END,,,begin,,,,36,
,,,,,,,,,,END,,,submit,,,,36,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,37,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,37,111540.0
,A,A,_v,threat,,Matt is generous in that he give the option for Maria to choose the most profitable for her.,Maria actually gets the most profit while leaving some for Matt.,Definitely<br />Friends,0.0,TRIAL,32,38,,,,288155.0,37,
,B,B,_h,threat,,Geoff's does not willing to leave more profit for Ryan. ,Ryan pick the one most reward for him and not willing to receive the not reward one. Both not generous.,Definitely<br />Friends,3.0,TRIAL,65,78,,,,409145.0,37,
,A,B,_h,threat,,Richmond don't want to be reward with 0 so he pick the option A so he will get at least some amount. can't really mean they are close friends.,Emily reward the most so they are not that close friends just strangers.,Definitely<br />Friends,1.0,TRIAL,37,45,,,,596416.0,37,
,B,B,_v,disjunctive,,Frank is forcing Austin to chose A because that will benefit both of them. Likely enemies.,Austin is not willing to benefit both equally and choose b instead. Super enemies.,Definitely<br />Friends,3.0,TRIAL,59,100,,,,709201.0,37,
,A,A,_h,disjunctive,,"Gerald is good, no matter what both benefit. Likely good friends.",They are friends. I mean no matter what William picks they both benefit.,Definitely<br />Friends,0.0,TRIAL,27,29,,,,803172.0,37,
,B,B,_v,pd,,Gavin not taking chance because he knew Jacob will pick option b. not friends.,Jacob is kinda forced to pick b. Not friends. ,Definitely<br />Friends,3.0,TRIAL,56,41,,,,893457.0,37,
,A,A,_v,pd,,Luke is good at taking risk hoping daniel will pick a. Right now is ok friends.,Daniel is definitely nice to Jacob so they are close friends.,Definitely<br />Friends,0.0,TRIAL,35,21,,,,962480.0,37,
,A,A,_h,coordination,,No difference in picking which option. Not friend or enemies. ,Hannah is nice to Logan. Then they are ok friends.,Definitely<br />Friends,0.0,TRIAL,48,30,,,,1051310.0,37,
,A,B,_h,coordination,,Right now can't really tell if friends or not. ,Definitely enemies. Not willing to profit both. Sacrifice benefit causing other to lose.,Definitely<br />Friends,1.0,TRIAL,45,100,,,,1129499.0,37,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,1154063.0,37,
,A,A,_h,singleControl,,No difference in choosing which option. Cant tell is friend or enemy.,Pretty much they are friends. Not letting Mathew getting no reward. ,Definitely<br />Friends,0.0,TRIAL,50,21,,,,1235252.0,37,
,A,B,_h,singleControl,,Cant tell. Option B is same as option A.,Rebecca maybe hate kate in that she let Kate getting no reward there's option to get equal reward for both.,Definitely<br />Friends,1.0,TRIAL,50,88,,,,1302203.0,37,
,,,,,,,,,,END,,,begin,,,,37,
,,,,,,,,,,END,,,submit,,,,37,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,38,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,38,157509.0
,A,A,_h,singleControl,,Sydney shared the money fairly.,Kate shared the money fairly too.,Definitely<br />Enemies,0.0,TRIAL,85,95,,,,156129.0,38,
,B,A,_v,singleControl,,Matt is selfish about Olivia. They can't be friends.,Olivia must be stupid. They are not friends.,Definitely<br />Enemies,1.0,TRIAL,16,26,,,,435438.0,38,
,B,B,_v,pd,,Kaylee is selfish.,"Jack may be good, but they are not friends.",Definitely<br />Enemies,3.0,TRIAL,5,48,,,,526317.0,38,
,A,A,_h,pd,,Gerald shared it equitably.,Luke shared it equitably too. ,Definitely<br />Enemies,0.0,TRIAL,87,95,,,,613292.0,38,
,A,A,_h,threat,,Sally is self-centered.,Richmond is a good friend.,Definitely<br />Enemies,0.0,TRIAL,55,73,,,,674524.0,38,
,B,B,_h,threat,,Frank is selfless. ,David is selfish.,Definitely<br />Enemies,3.0,TRIAL,77,36,,,,736787.0,38,
,B,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,775779.0,38,
,B,A,_v,threat,,Gavin is not kind to Ryan.,Ryan is a good friend. ,Definitely<br />Enemies,1.0,TRIAL,39,70,,,,831202.0,38,
,A,A,_v,coordination,,Geoff shared it equitably.,Rebecca shared it equitably too.,Definitely<br />Enemies,0.0,TRIAL,87,94,,,,890882.0,38,
,A,B,_h,coordination,,Hannah is fair to Megan.,Megan is mean.,Definitely<br />Enemies,1.0,TRIAL,81,11,,,,941345.0,38,
,B,B,_h,disjunctive,,Lauren did the right thing.,Maria is just mean.,Definitely<br />Enemies,3.0,TRIAL,79,24,,,,985338.0,38,
,A,A,_h,disjunctive,,Jacob is fair to Daniel.,Daniel is fair to Jacob too.,Definitely<br />Enemies,0.0,TRIAL,77,95,,,,1031592.0,38,
,,,,,,,,,,END,,,begin,,,,38,
,,,,,,,,,,END,,,submit,,,,38,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,39,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,39,63950.0
,A,A,_v,disjunctive,,It could equally go either way,William made sure they were both paid,Definitely<br />Enemies,0.0,TRIAL,50,77,,,,67446.0,39,
,B,B,_h,disjunctive,,It could go either way,He is an enemy because he made sure they both weren't paid,Definitely<br />Enemies,3.0,TRIAL,62,0,,,,127798.0,39,
,A,B,_h,coordination,,It's more likely they are friends because they would both be paid.,She made sure neither was paid,Definitely<br />Enemies,1.0,TRIAL,71,0,,,,199331.0,39,
,A,A,_h,coordination,,It's more likely they are friends because they would both be paid.,They both got a good payout,Definitely<br />Enemies,0.0,TRIAL,84,98,,,,228198.0,39,
